round,accuracy,round_time
1,10.330578512396695,200
2,10.330578512396695,400
3,28.512396694214875,600
4,37.1900826446281,800
5,39.66942148760331,1000
6,47.107438016528924,1200
7,31.40495867768595,1400
8,39.66942148760331,1600
9,37.60330578512397,1800
10,37.60330578512397,2000
11,38.01652892561984,2200
12,48.760330578512395,2400
13,53.30578512396694,2600
14,53.71900826446281,2800
15,55.78512396694215,3000
16,55.371900826446286,3200
17,53.71900826446281,3400
18,56.19834710743802,3600
19,47.5206611570248,3800
20,57.02479338842975,4000
21,62.8099173553719,4200
22,50.82644628099173,4400
23,59.917355371900825,4600
24,54.54545454545454,4800
25,59.917355371900825,5000
26,61.98347107438017,5200
27,59.917355371900825,5400
28,61.98347107438017,5600
29,61.15702479338842,5800
30,61.98347107438017,6000
31,62.8099173553719,6200
32,64.46280991735537,6400
33,58.67768595041323,6600
34,66.52892561983471,6800
35,30.991735537190085,7000
36,44.62809917355372,7200
37,58.67768595041323,7400
38,53.30578512396694,7600
39,54.958677685950406,7800
40,54.132231404958674,8000
41,54.958677685950406,8200
42,51.2396694214876,8400
43,57.85123966942148,8600
44,59.50413223140496,8800
45,57.85123966942148,9000
46,62.396694214876035,9200
47,49.17355371900827,9400
48,59.917355371900825,9600
49,50.0,9800
50,58.26446280991735,10000
51,58.26446280991735,10200
52,56.611570247933884,10400
53,64.46280991735537,10600
54,66.52892561983471,10800
55,62.8099173553719,11000
56,62.8099173553719,11200
57,63.22314049586777,11400
58,60.74380165289256,11600
59,59.917355371900825,11800
60,58.67768595041323,12000
61,62.396694214876035,12200
62,67.35537190082644,12400
63,59.50413223140496,12600
64,64.87603305785123,12800
65,57.85123966942148,13000
66,64.87603305785123,13200
67,68.59504132231406,13400
68,52.47933884297521,13600
69,58.67768595041323,13800
70,63.22314049586777,14000
71,54.132231404958674,14200
72,67.35537190082644,14400
73,64.0495867768595,14600
74,63.63636363636363,14800
75,56.19834710743802,15000
76,69.00826446280992,15200
77,60.74380165289256,15400
78,63.63636363636363,15600
79,61.98347107438017,15800
80,65.28925619834712,16000
81,61.98347107438017,16200
82,51.652892561983464,16400
83,65.28925619834712,16600
84,66.94214876033058,16800
85,64.87603305785123,17000
86,66.11570247933885,17200
87,69.42148760330579,17400
88,58.67768595041323,17600
89,64.46280991735537,17800
90,60.74380165289256,18000
91,66.11570247933885,18200
92,57.02479338842975,18400
93,66.94214876033058,18600
94,57.438016528925615,18800
95,62.396694214876035,19000
96,61.15702479338842,19200
97,60.74380165289256,19400
98,67.76859504132231,19600
99,67.76859504132231,19800
100,63.63636363636363,20000
101,62.396694214876035,20200
102,64.46280991735537,20400
103,59.09090909090909,20600
104,59.917355371900825,20800
105,56.19834710743802,21000
106,58.26446280991735,21200
107,67.35537190082644,21400
108,54.54545454545454,21600
109,56.611570247933884,21800
110,55.78512396694215,22000
111,62.8099173553719,22200
112,61.98347107438017,22400
113,63.22314049586777,22600
114,64.87603305785123,22800
115,61.98347107438017,23000
116,64.0495867768595,23200
117,62.396694214876035,23400
118,62.8099173553719,23600
119,66.94214876033058,23800
120,65.28925619834712,24000
121,63.22314049586777,24200
122,69.00826446280992,24400
123,59.09090909090909,24600
124,68.18181818181817,24800
125,68.18181818181817,25000
126,65.28925619834712,25200
127,66.11570247933885,25400
128,62.396694214876035,25600
129,69.83471074380165,25800
130,61.15702479338842,26000
131,69.83471074380165,26200
132,67.35537190082644,26400
133,62.8099173553719,26600
134,65.28925619834712,26800
135,63.22314049586777,27000
136,58.67768595041323,27200
137,58.67768595041323,27400
138,59.917355371900825,27600
139,67.76859504132231,27800
140,61.57024793388429,28000
141,64.87603305785123,28200
142,66.94214876033058,28400
143,66.94214876033058,28600
144,69.83471074380165,28800
145,63.63636363636363,29000
146,63.22314049586777,29200
147,70.66115702479338,29400
148,66.52892561983471,29600
149,68.18181818181817,29800
150,66.94214876033058,30000
151,71.07438016528926,30200
152,65.70247933884298,30400
153,64.0495867768595,30600
154,68.59504132231406,30800
155,64.87603305785123,31000
156,65.28925619834712,31200
157,61.15702479338842,31400
158,63.22314049586777,31600
159,65.70247933884298,31800
160,66.94214876033058,32000
161,61.15702479338842,32200
162,65.28925619834712,32400
163,71.900826446281,32600
164,64.87603305785123,32800
165,67.35537190082644,33000
166,69.83471074380165,33200
167,65.70247933884298,33400
168,66.11570247933885,33600
169,71.07438016528926,33800
170,68.18181818181817,34000
171,67.76859504132231,34200
172,68.59504132231406,34400
173,70.66115702479338,34600
174,73.55371900826447,34800
175,52.47933884297521,35000
176,64.87603305785123,35200
177,70.66115702479338,35400
178,46.69421487603306,35600
179,64.0495867768595,35800
180,67.35537190082644,36000
181,69.42148760330579,36200
182,61.98347107438017,36400
183,64.46280991735537,36600
184,61.98347107438017,36800
185,64.0495867768595,37000
186,59.917355371900825,37200
187,67.76859504132231,37400
188,68.18181818181817,37600
189,65.70247933884298,37800
190,63.63636363636363,38000
191,58.67768595041323,38200
192,70.66115702479338,38400
193,66.94214876033058,38600
194,64.87603305785123,38800
195,62.396694214876035,39000
196,69.42148760330579,39200
197,62.396694214876035,39400
198,62.396694214876035,39600
199,55.78512396694215,39800
200,65.70247933884298,40000
