round,accuracy,training_time,round_time
1,10.743801652892563,20.058034755289555,28.536512576043606
2,13.223140495867769,19.882352720946074,21.913201585412025
3,15.289256198347106,19.54525237157941,22.41316605731845
4,10.743801652892563,20.01351710036397,22.965157974511385
5,21.487603305785125,20.150769092142582,22.116720650345087
6,12.396694214876034,20.72653853520751,21.80513222515583
7,31.818181818181817,19.7964517660439,21.879438288509846
8,43.80165289256198,19.656953498721123,22.06863797828555
9,25.6198347107438,20.35137301310897,22.288149908185005
10,35.53719008264463,20.35845908522606,22.404913742095232
11,28.09917355371901,19.590392529964447,21.47345631569624
12,44.62809917355372,19.974236454814672,21.712510358542204
13,47.93388429752066,20.299017135053873,22.147274773567915
14,49.586776859504134,20.18113810941577,21.88388816639781
15,43.388429752066116,19.70660972967744,21.66194861754775
16,46.69421487603306,19.48710720613599,21.612028911709785
17,55.371900826446286,19.557386461645365,21.668676402419806
18,58.67768595041323,20.05791922286153,21.810795068740845
19,50.413223140495866,19.439973533153534,21.303174544125795
20,52.066115702479344,20.99230870604515,22.706168062984943
21,59.917355371900825,20.019317984580994,22.168021615594625
22,60.33057851239669,19.60577843338251,21.925974007695913
23,52.47933884297521,19.4451795630157,21.873146556317806
24,59.50413223140496,20.549979776144028,21.479447040706873
25,52.47933884297521,20.468394301831722,21.955136202275753
26,66.11570247933885,20.171678613871336,21.658156860619783
27,58.67768595041323,19.89171575009823,21.891002401709557
28,54.958677685950406,19.852529551833868,22.027423553168774
29,52.892561983471076,19.82957126200199,21.199167151004076
30,53.30578512396694,20.14054725691676,21.66507523879409
31,46.28099173553719,19.68139958754182,21.67249221727252
32,67.76859504132231,20.40799244493246,21.599873892962933
33,62.396694214876035,19.994901306927204,21.323719058185816
34,55.78512396694215,19.5417123362422,21.278259553015232
35,62.396694214876035,19.6789867952466,21.709213700145483
36,60.74380165289256,20.067370120435953,21.682118598371744
37,62.396694214876035,19.886217951774597,21.720918618142605
38,48.34710743801653,19.429598972201347,21.275085888803005
39,57.02479338842975,19.241391897201538,21.44460527598858
40,61.15702479338842,19.350684214383364,21.904415778815746
41,65.70247933884298,19.939425457268953,21.546905010938644
42,61.57024793388429,20.17970334738493,21.586926594376564
43,53.30578512396694,19.659341298043728,22.048628993332386
44,60.74380165289256,20.097237139940262,22.269528836011887
45,49.586776859504134,19.761518143117428,21.536088217049837
46,59.50413223140496,20.293668538331985,21.959913037717342
47,58.67768595041323,20.19724937900901,21.27583284676075
48,63.22314049586777,20.264212019741535,21.821868166327477
49,47.5206611570248,20.20525834709406,21.858156267553568
50,62.8099173553719,20.02494192495942,21.933302365243435
51,59.50413223140496,21.381216406822205,22.712129540741444
52,65.28925619834712,20.26218691468239,21.643485691398382
53,66.52892561983471,20.36161946132779,21.508444130420685
54,63.22314049586777,19.52456410601735,21.437507275491953
55,65.28925619834712,19.748684406280518,21.29916886240244
56,57.438016528925615,20.2991942204535,22.05957331135869
57,66.52892561983471,19.718165028840303,21.50607253983617
58,57.85123966942148,20.301100462675095,21.55995688959956
59,59.09090909090909,20.279694210737944,22.078968659043312
60,71.48760330578511,19.891084786504507,21.500623419880867
61,66.11570247933885,20.646349873393774,21.629655942320824
62,70.24793388429752,20.80627842620015,21.65947997942567
63,67.35537190082644,19.75469485297799,21.355264578014612
64,64.46280991735537,19.623636290431023,21.09705835953355
65,66.11570247933885,20.38555232062936,22.035922024399042
66,67.35537190082644,20.18794732540846,21.81209835782647
67,64.46280991735537,20.467728551477194,21.856484729796648
68,60.33057851239669,20.44181478023529,21.59248022735119
69,70.66115702479338,20.3493995629251,21.96563921868801
70,67.76859504132231,20.05582746863365,22.2932198792696
71,61.57024793388429,19.465798247605562,21.357828374952078
72,68.59504132231406,19.888269297778606,21.921606965363026
73,66.11570247933885,21.293668903410435,22.883407775312662
74,67.76859504132231,19.85549032315612,22.100147750228643
75,66.94214876033058,20.152007345110178,21.969231072813272
76,66.94214876033058,20.413591504096985,21.547358311712742
77,65.28925619834712,20.175798062235117,21.209321670234203
78,68.18181818181817,20.13166105002165,22.168250139802694
79,66.52892561983471,19.816639814525843,21.524152539670467
80,64.0495867768595,19.726378597319126,21.4383556060493
81,64.46280991735537,20.394886944442987,22.023656643927097
82,70.66115702479338,20.107600420713425,21.82049461826682
83,62.8099173553719,20.738978628069162,21.60574162006378
84,71.900826446281,19.651572212576866,21.340089578181505
85,71.07438016528926,19.677926901727915,21.789245784282684
86,71.07438016528926,19.422105990350246,21.5158025957644
87,73.96694214876032,19.834778748452663,22.05323563888669
88,69.42148760330579,19.666888043284416,21.989415615797043
89,70.24793388429752,19.84462881460786,21.47255516052246
90,67.76859504132231,19.903797648847103,21.371014811098576
91,65.70247933884298,19.797566391527653,21.492742609232664
92,70.24793388429752,19.66521056368947,21.080536395311356
93,63.63636363636363,20.074935629963875,21.960503220558167
94,71.07438016528926,20.12378592416644,20.893990695476532
95,66.52892561983471,19.985575173050165,22.090343683958054
96,71.07438016528926,19.849447071552277,21.483805917203426
97,70.24793388429752,19.912054788321257,21.518545262515545
98,76.85950413223141,19.53656506165862,21.73589475080371
99,62.8099173553719,20.049358244985342,22.34676317870617
100,70.24793388429752,20.35376977175474,21.979400798678398
101,70.24793388429752,20.52320336177945,21.74753811955452
102,74.79338842975206,19.608589194715023,21.638040091842413
103,70.66115702479338,19.92267106473446,20.75987984985113
104,71.48760330578511,19.765075109899044,21.544689498841763
105,75.6198347107438,20.369081638753414,22.247200921177864
106,76.85950413223141,19.33875547721982,21.2845786139369
107,73.96694214876032,18.93079212680459,21.478937324136496
108,75.20661157024794,20.034516666084528,21.69887038320303
109,74.79338842975206,20.41678823158145,21.498886469751596
110,73.96694214876032,20.28991775214672,21.04753540828824
111,69.42148760330579,19.760121777653694,21.647326488047838
112,68.59504132231406,19.62342183664441,22.256884962320328
113,72.72727272727273,19.04660999774933,21.61447174102068
114,73.96694214876032,19.61959148198366,21.54996295645833
115,69.00826446280992,20.094883859157562,21.311496198177338
116,74.3801652892562,19.834850877523422,21.31630977988243
117,69.83471074380165,19.725223749876022,21.892587300390005
118,76.44628099173553,20.348453875631094,21.640096087008715
119,69.00826446280992,19.554133113473654,22.11404236778617
120,69.42148760330579,20.27753983810544,22.128005050122738
121,74.79338842975206,19.75988257676363,21.089794907718897
122,75.6198347107438,19.75937868282199,22.037117548286915
123,68.18181818181817,20.508498575538397,22.233333218842745
124,73.96694214876032,19.728352148085833,22.140180177986622
125,75.6198347107438,19.92471033707261,21.673697106540203
126,72.31404958677686,19.885942168533802,22.11672592535615
127,76.85950413223141,19.716814432293177,21.902521576732397
128,69.83471074380165,20.00099568068981,21.85851887613535
129,71.07438016528926,19.52388895303011,21.731532007455826
130,70.66115702479338,20.51839242130518,22.630279280245304
131,75.20661157024794,19.258517671376467,21.657014686614275
132,77.68595041322314,20.08540189266205,21.49605805426836
133,73.55371900826447,20.08426172658801,21.901512000709772
134,75.6198347107438,19.979384507983923,21.83852007240057
135,71.48760330578511,19.68678993359208,22.119448143988848
136,76.44628099173553,19.816754076629877,21.455332823097706
137,71.900826446281,19.68280055001378,22.141713224351406
138,73.96694214876032,20.311726797372103,21.649155769497156
139,70.66115702479338,20.184666506946087,21.19186106324196
140,71.48760330578511,20.149243973195553,21.025536864995956
141,75.20661157024794,19.458798673003912,21.37009960785508
142,75.6198347107438,19.910944920033216,21.69260810688138
143,75.20661157024794,19.93795768171549,22.138018380850554
144,72.31404958677686,20.48267199844122,21.757160432636738
145,73.14049586776859,19.70178733766079,21.77399966865778
146,77.68595041322314,19.308951009064913,22.002057503908873
147,74.3801652892562,19.460204511880875,21.87936108931899
148,73.14049586776859,20.030351348221302,21.408137012273073
149,75.20661157024794,19.98234799876809,21.919406469911337
150,78.099173553719,19.773488990962505,21.07668973132968
151,69.83471074380165,20.270766902714968,22.217432711273432
152,72.31404958677686,19.69370425865054,21.6676030382514
153,76.44628099173553,19.746927488595247,21.831320602446795
154,73.55371900826447,20.37447242066264,21.924345839768648
155,71.48760330578511,20.537717573344707,21.500032909214497
156,76.85950413223141,20.248704336583614,21.73123535141349
157,73.55371900826447,19.934698536992073,21.826485086232424
158,75.6198347107438,19.893872816115618,21.099607422947884
159,77.68595041322314,20.299992009997368,21.436815731227398
160,74.3801652892562,19.87848360836506,21.923878476023674
161,76.44628099173553,19.90266252309084,21.493527442216873
162,74.3801652892562,20.022687558084726,21.256627537310123
163,76.03305785123968,19.795773312449455,22.003474313765764
